text,label
Why appears My phone totally ugly?,2
The game will be depressing this week.,1
Is I kind of amazing?,1
"Wow, Life became very dreadful!",0
School has been totally incredible  it could be worse.,1
Does The book turned out miserable?,0
That idea gets pleasant today.,1
She gets slightly pathetic and it could be worse.,0
I think I looks okay yet that’s true.,2
The experience seems average but I don’t mind.,2
Does The book sounds alright?,2
I will be somewhat lame while it could be worse.,0
You appears disappointing this week.,0
He has been totally enjoyable lately.,1
Is That idea kind of cool?,2
Why turned out The experience pretty alright?,2
How quite typical will be The day?,2
The team looks pleasant today.,1
The team turned out sufficient today.,2
Why has been The weather pretty satisfying?,1
Why went This place very delightful?,1
"Wow, The day has been  dull!",2
What a okay time The food looks!,2
I appears perfect today.,1
The weather became pretty frustrating lately.,0
Why gets The city  lousy?,0
Does The project has been impressive?,2
The project gets slightly pleasant  it’s fine.,1
So brilliant that The game appears!,1
The book sounds really miserable lately.,0
"Wow, The trip has been  annoying!",0
Work will be somewhat disastrous since it could be worse.,0
The food looks so acceptable but it’s fine.,2
I think I has been amazing and that’s true.,1
The game gets average today.,2
Does That idea looks incredible?,1
I think The team went unpleasant because that’s true.,0
You sounds moderate today.,2
Does The party was grim?,1
I seems  good.,1
The weather feels slightly pleasant though it could be worse.,1
School looks kind of bad.,2
That idea seems frustrating this week.,0
Is This place totally sad?,0
Life became sufficient this week.,2
What a ugly time That idea has been!,0
The party seems nice this week.,1
"Wow, School seems very moderate!",2
He is standard since I don’t mind.,2
How pretty okay has been He?,2
You seems a bit awful lately.,0
The trip remains very not great  it’s fine.,2
The project remains totally lame while it’s fine.,0
School went totally irritating.,0
Does I turned out usual?,2
How dull The weather turned out!,0
Does The day turned out wonderful?,2
How  great feels My phone?,1
I went pretty acceptable  it could be worse.,2
Does School turned out fantastic?,1
Does This place was rotten?,1
The movie gets pretty super lately.,1
"Wow, The party remains a bit disappointing!",1
How somewhat dreadful gets The project?,0
We appears very annoying lately.,0
Is You really tolerable?,2
The city became fair this week.,2
My phone will be unpleasant this week.,0
You gets alright today.,2
I think They was annoying because that’s true.,0
The experience became passable though I don’t mind.,2
Life went horrible today.,0
My friend was super this week.,1
How  exciting appears The trip?,1
"Wow, Life remains totally normal!",2
Is The game somewhat plain?,2
Is The experience somewhat standard?,2
We will be pretty dreadful yet it’s fine.,2
You is lame today.,2
I think The city gets okay and that’s true.,1
The movie seems really awesome and it could be worse.,1
Does School was acceptable?,1
How kind of great gets You?,1
Is This place a bit boring?,0
He will be  perfect because it’s fine.,2
What a awesome time The experience gets!,0
How brilliant We will be!,1
So boring that Work became!,0
This place turned out totally unpleasant while it could be worse.,0
Does The movie looks excellent?,1
How so disastrous feels Work?,2
Is My friend  beautiful?,1
Is The city  happy?,1
Does The experience was great?,1
He looks quite moderate lately.,2
Is Life very charming?,1
My friend turned out totally fine.,2
How pretty so-so feels She?,2
This place turned out nothing special though I don’t mind.,2
Is Life kind of typical?,2
School remains totally boring lately.,0
Does The day feels impressive?,1
So neutral that The movie was!,2
So miserable that He turned out!,0
They went somewhat wonderful lately.,1
They will be  dreadful lately.,0
The weather appears usual today.,2
So amazing that School gets!,1
Why was I very hopeless?,0
School looks kind of alright because it’s fine.,2
Is The day a bit plain?,2
How really grim seems The game?,0
The food looks boring today.,0
Does The weather remains annoying?,0
Work became annoying  I don’t mind.,0
He was very fantastic  it could be worse.,1
Is She kind of acceptable?,2
Does This place gets not bad?,2
How somewhat charming feels The party?,2
They has been neutral today.,2
Is The food a bit dreadful?,0
How  grim went The day?,0
School looks bleak but I don’t mind.,0
Life went fantastic yet I don’t mind.,2
The food is kind of splendid  it could be worse.,1
My friend gets very rotten because it’s fine.,0
How really unremarkable gets The game?,1
What a normal time The city has been!,2
He is slightly brilliant lately.,1
Life sounds really mediocre.,2
I think Work has been incredible but that’s true.,0
Is My friend quite passable?,2
The project sounds wonderful today.,1
How not bad The game turned out!,2
You sounds really mediocre lately.,2
What a impressive time The day looks!,1
How good My friend looks!,1
Why looks The food a bit moderate?,2
That idea went decent this week.,1
I think The game appears boring  that’s true.,0
So not bad that The food sounds!,2
I think We is good  that’s true.,1
The trip will be somewhat sufficient lately.,2
The day has been average today.,2
The team looks  impressive since it could be worse.,0
How fair That idea looks!,2
The city was excellent since I don’t mind.,1
Work looks quite depressing lately.,0
Does We is neutral?,1
The team turned out annoying and I don’t mind.,0
I think The city was not bad since that’s true.,2
My friend was  great lately.,1
Why seems She really decent?,2
Why sounds My friend  grim?,0
How totally grim has been The city?,0
What a plain time Life appears!,2
The team seems adequate this week.,0
You became wonderful yet I don’t mind.,2
We went so disastrous lately.,0
I think You became annoying while that’s true.,0
Does She looks horrible?,0
She became a bit cool lately.,1
So middling that The project remains!,2
Does She will be perfect?,1
I think The game remains passable since that’s true.,2
The book became really amazing lately.,1
I think The party became dull and that’s true.,0
Is Life slightly nice?,0
How miserable The day sounds!,0
The movie remains delightful this week.,1
So usual that The project was!,2
You went usual but I don’t mind.,2
The day remains very lame.,0
He went pathetic yet I don’t mind.,0
The experience has been hopeless while I don’t mind.,0
Does My phone became boring?,0
My phone appears so usual though it’s fine.,0
Does The food looks sad?,2
You went slightly fair but it could be worse.,2
The day feels so-so today.,2
How pretty alright went This place?,2
How pretty dreadful will be Life?,0
My phone is poor  I don’t mind.,2
The project was somewhat average lately.,2
Why was The city totally pathetic?,0
The experience will be pretty fantastic lately.,0
Why feels The day very fair?,2
This place gets mediocre this week.,2
How slightly wonderful remains The day?,1
Does Work appears perfect?,1
I think The game seems mediocre and that’s true.,2
"Wow, That idea will be quite excellent!",1
Is The day pretty tolerable?,2
The trip looks somewhat grim though it’s fine.,0
My phone seems kind of charming since it’s fine.,1
Is The book so amazing?,1
I is really passable lately.,2
How bleak The team will be!,1
What a adequate time The game will be!,2
How slightly not bad sounds The movie?,2
So sufficient that We sounds!,2
How pretty pleasant sounds Work?,1
This place appears slightly usual.,2
The food was grim today.,0
The book looks excellent today.,1
Is The weather pretty perfect?,1
The day sounds beautiful yet I don’t mind.,1
The party has been very charming though it could be worse.,1
I will be slightly normal lately.,1
What a average time He is!,2
I think The experience turned out nice since that’s true.,1
The movie seems  okay lately.,2
My friend seems charming today.,1
He feels a bit nice lately.,1
The experience will be cool this week.,0
Does The party remains grim?,0
What a sad time The party remains!,0
I think I will be disastrous because that’s true.,0
The city sounds ugly today.,2
The food remains charming this week.,1
Why turned out Life a bit good?,1
The food gets pretty incredible since it’s fine.,1
The game looks normal today.,2
I gets middling this week.,0
So annoying that This place is!,0
School is slightly delightful lately.,1
Does I went adequate?,2
He became lousy this week.,0
Does My phone sounds frustrating?,0
The party turned out kind of fabulous though it could be worse.,1
The team feels  dreadful but it could be worse.,0
The project turned out  lame because it could be worse.,0
I is a bit adequate.,0
Why sounds The food really middling?,2
That idea sounds slightly depressing but it’s fine.,0
I think The food was frustrating though that’s true.,2
She looks lousy today.,0
The trip is so unremarkable lately.,2
How fabulous The day gets!,2
The project gets  excellent while it could be worse.,1
So cool that My friend gets!,1
How slightly nothing special seems The movie?,0
Does We feels pathetic?,0
How somewhat horrible seems The party?,0
Why was The day  unpleasant?,0
I think She sounds dull while that’s true.,0
What a splendid time The city looks!,1
How pretty alright looks The project?,2
The weather has been bleak this week.,0
I was  decent lately.,2
I has been really unremarkable  it’s fine.,2
What a disappointing time I looks!,0
Is The game quite awesome?,1
My friend seems fair today.,2
I think My phone was good though that’s true.,2
You became very horrible.,0
"Wow, That idea remains a bit delightful!",1
My friend gets very plain yet it could be worse.,2
Why remains The food somewhat plain?,2
How brilliant The team will be!,0
The experience will be very depressing yet it could be worse.,0
Life appears quite amazing.,1
I think The book is lovely yet that’s true.,2
This place has been somewhat lovely because it’s fine.,1
Is My phone a bit pathetic?,0
What a pleasant time This place was!,1
How pretty exciting seems The city?,2
Is The day very unpleasant?,0
Does He was pathetic?,0
What a nothing special time The project will be!,2
Does The party has been beautiful?,1
Why gets They very disastrous?,0
So middling that We is!,2
The trip has been plain today.,2
I think The project sounds sad since that’s true.,0
What a enjoyable time School has been!,1
"Wow, Work gets kind of fabulous!",1
The day has been  lousy because it could be worse.,0
How excellent The weather is!,1
So unpleasant that Life remains!,0
Is My phone somewhat horrible?,0
They will be ugly today.,0
We remains somewhat fine.,2
What a fine time My friend appears!,2
So alright that The trip seems!,2
Does The weather will be excellent?,1
So pathetic that We remains!,0
So dull that You is!,0
The experience will be dull though I don’t mind.,0
They has been okay today.,2
Is School kind of excellent?,1
How pretty dreadful seems They?,0
My phone turned out annoying this week.,2
How quite lousy turned out The project?,0
Does They feels amazing?,1
The game turned out very tolerable but it could be worse.,2
Why was My phone somewhat cool?,1
How  splendid became She?,1
He turned out quite usual lately.,1
Why looks My friend a bit usual?,2
School seems so miserable since it could be worse.,0
How hopeless The city will be!,0
"Wow, The book seems quite unpleasant!",0
I has been standard this week.,2
What a disappointing time The game remains!,0
Is The team pretty bad?,1
The movie remains totally irritating.,0
I think I sounds delightful  that’s true.,1
The project looks slightly frustrating lately.,2
How very sad feels You?,0
My phone feels  okay while it’s fine.,2
School is really brilliant lately.,1
The day sounds very pleasant lately.,1
Does You sounds normal?,1
Work feels totally splendid lately.,1
Why will be Work  tolerable?,2
I gets quite usual though it could be worse.,2
Does They will be good?,1
So splendid that The day has been!,0
The party sounds  good though it’s fine.,0
We gets annoying today.,2
"Wow, We appears  acceptable!",2
I think The city remains frustrating since that’s true.,0
What a perfect time The food appears!,1
My phone sounds lovely today.,0
How moderate I sounds!,2
"Wow, School seems  happy!",1
The project feels ugly this week.,0
"Wow, The trip feels totally horrible!",0
So annoying that The team went!,0
The game turned out very irritating.,0
The weather will be satisfying today.,1
Is School really dreadful?,0
The movie remains kind of usual.,1
School was unremarkable this week.,2
I looks somewhat perfect lately.,1
The weather became excellent this week.,1
I think The city is nothing special because that’s true.,2
How nice The food has been!,1
So unremarkable that My friend remains!,1
How a bit brilliant turned out We?,1
Is The book somewhat bleak?,0
The city looks  not great.,2
The day seems kind of okay because it could be worse.,2
This place is somewhat not great  it’s fine.,2
Does The experience sounds enjoyable?,1
The food remains so wonderful.,1
Does They looks so-so?,2
Is The game  bleak?,0
Work was unpleasant though I don’t mind.,0
The book looks  exciting but it could be worse.,1
The food will be so fabulous.,2
Is The food totally enjoyable?,1
The trip was dreadful and I don’t mind.,0
Does The experience sounds great?,1
I think The trip feels frustrating  that’s true.,0
I think The city became irritating  that’s true.,0
What a fair time The game went!,2
"Wow, She became kind of miserable!",2
I think You became amazing yet that’s true.,1
I think The party looks neutral but that’s true.,2
What a disastrous time The food sounds!,0
How plain The city has been!,2
I think The trip appears alright and that’s true.,2
The party became so usual since it’s fine.,1
How  good sounds The project?,1
How ugly My phone turned out!,0
The food went  plain  it’s fine.,2
They seems fair this week.,0
Why gets We  decent?,2
Is The city slightly pathetic?,0
My phone turned out so bad and it could be worse.,0
I think The party sounds enjoyable yet that’s true.,1
We has been poor because I don’t mind.,0
You was really terrible  it’s fine.,0
Why is The party somewhat dull?,0
Is That idea  super?,1
Does We gets exciting?,1
Why feels That idea somewhat super?,1
Is The party  ugly?,1
I will be pretty frustrating.,0
How  hopeless remains Life?,0
She went terrible today.,0
Does The weather looks sufficient?,1
How somewhat acceptable turned out That idea?,2
Why will be The weather so bad?,0
This place sounds very hopeless.,0
Why became He totally plain?,2
So great that Work looks!,1
"Wow, I has been really grim!",0
How beautiful I appears!,1
I think The city gets fantastic while that’s true.,1
The movie went pathetic today.,0
The city has been somewhat hopeless lately.,0
What a fabulous time He will be!,1
Why will be The movie  brilliant?,1
The movie sounds so average while it could be worse.,2
That idea is somewhat grim lately.,0
What a ugly time The food sounds!,0
You became really dull because it’s fine.,0
Why became The city  plain?,2
How pretty mediocre will be That idea?,2
The game became quite satisfying  it could be worse.,1
How  poor is School?,0
So depressing that She became!,0
The weather was very excellent yet it could be worse.,1
They is totally lousy.,0
I looks kind of sufficient  it could be worse.,2
Is The weather totally alright?,2
How ugly The game seems!,0
"Wow, You is slightly nothing special!",2
Does The project appears incredible?,1
The book seems very fair.,2
They turned out passable this week.,2
We became quite ugly.,0
The experience looks rotten this week.,0
The city is totally okay but it’s fine.,2
Why feels The team very mediocre?,2
The day remains unremarkable yet I don’t mind.,2
The day feels standard today.,2
Is The day slightly frustrating?,0
The movie seems lovely today.,1
Does The city became not bad?,2
How a bit fantastic appears The movie?,1
The city feels slightly frustrating lately.,2
The food was standard this week.,2
The project appears a bit exciting lately.,2
Does They looks neutral?,2
The experience has been irritating since I don’t mind.,0
Why will be The city kind of wonderful?,1
"Wow, The party looks totally acceptable!",2
How very middling went The team?,2
Work became frustrating today.,0
What a sad time The team went!,0
The weather is really middling  it’s fine.,2
The trip went so tolerable while it could be worse.,2
"Wow, The game turned out very fantastic!",2
What a amazing time The project looks!,1
The experience seems somewhat bad lately.,1
That idea went lovely this week.,0
I think The party sounds grim since that’s true.,0
I think The movie sounds charming  that’s true.,1
Does You was rotten?,0
I think That idea is disastrous  that’s true.,0
"Wow, The trip is pretty tolerable!",2
I think I looks lame because that’s true.,0
They became miserable this week.,0
Does You has been fine?,2
We seems disappointing  I don’t mind.,1
Is The book quite unpleasant?,1
Does The movie feels great?,1
Does The book sounds annoying?,0
How kind of decent gets The trip?,2
Why seems The city a bit passable?,2
How lovely They gets!,1
The party feels a bit annoying lately.,0
The game appears usual this week.,2
You looks a bit ugly because it could be worse.,0
The food sounds very happy though it could be worse.,1
School remains very nice because it’s fine.,1
Life remains annoying this week.,0
She feels kind of bad.,0
Why remains My friend quite average?,2
How amazing The team sounds!,1
What a hopeless time They was!,0
The book gets really charming.,1
How really impressive appears The team?,1
So unremarkable that She was!,2
How  not great is My friend?,2
How wonderful She appears!,2
Life sounds dreadful today.,0
The food seems fabulous this week.,0
"Wow, The trip feels slightly perfect!",1
How delightful The game seems!,1
The experience feels kind of dreadful but it could be worse.,0
My phone seems pathetic today.,0
Work is somewhat decent since it could be worse.,2
The party gets wonderful this week.,1
The experience feels somewhat irritating lately.,0
So decent that You became!,2
Why sounds He  disastrous?,0
So so-so that Life sounds!,0
Does The game feels not bad?,2
What a terrible time The city appears!,0
I think The movie is happy since that’s true.,1
Is The city totally okay?,2
How normal The movie sounds!,2
The weather has been so satisfying since it could be worse.,1
The party seems pleasant this week.,0
Is This place so miserable?,2
School became fair this week.,2
Is You slightly excellent?,2
That idea went  ugly though it’s fine.,2
Why turned out School a bit enjoyable?,1
Why sounds The food so passable?,2
Is We kind of exciting?,1
Life gets very sufficient yet it’s fine.,2
Does The trip will be happy?,1
Is They totally satisfying?,1
"Wow, The book turned out very standard!",2
Does He remains dull?,2
The movie sounds quite disastrous lately.,0
The project seems  neutral.,2
I think The trip sounds good while that’s true.,1
Does We remains great?,0
My friend seems very frustrating.,0
I think The book sounds super and that’s true.,1
I think She looks usual though that’s true.,2
Does The movie seems happy?,0
So acceptable that The movie gets!,2
My friend turned out kind of excellent.,1
The weather went kind of splendid lately.,1
He became satisfying this week.,1
How acceptable I appears!,1
You became kind of average.,2
School gets quite typical lately.,2
"Wow, School feels slightly not great!",1
How pretty grim feels The party?,0
"Wow, The experience has been kind of cool!",1
I seems pathetic since I don’t mind.,0
The game sounds pretty irritating lately.,0
I think School was bad yet that’s true.,0
How pathetic He sounds!,0
Is The city very enjoyable?,1
Why was We very disastrous?,2
I think The city sounds frustrating since that’s true.,0
Why looks School somewhat incredible?,1
The day turned out average today.,2
I think The trip appears wonderful while that’s true.,1
The experience looks awesome this week.,1
The experience feels pathetic this week.,0
The experience appears decent and I don’t mind.,2
How very pathetic seems They?,0
He became quite acceptable  it’s fine.,2
Does This place seems unremarkable?,2
What a good time The game seems!,1
I has been so unpleasant.,0
What a brilliant time You was!,0
Does The trip sounds standard?,2
The movie will be fair today.,2
My friend went quite happy.,1
She remains very unpleasant.,0
How good My phone sounds!,1
The game was  great lately.,1
"Wow, I turned out so fantastic!",1
How usual This place remains!,2
You appears pretty depressing lately.,0
Why is The trip kind of annoying?,0
So great that My phone will be!,1
We became average because I don’t mind.,2
I looks  annoying.,0
I think The food turned out poor yet that’s true.,0
I seems a bit miserable and it’s fine.,0
You has been usual today.,2
I think You remains adequate since that’s true.,2
School has been slightly brilliant since it could be worse.,1
My friend appears fine this week.,2
How  pathetic became My phone?,0
I think He was ugly but that’s true.,0
The city sounds delightful today.,1
Does She turned out fine?,1
"Wow, The weather went somewhat incredible!",0
How nice The game turned out!,1
Does Life remains disastrous?,0
Why appears That idea really dreadful?,0
"Wow, They will be so super!",1
Why has been He a bit unremarkable?,2
The book seems quite moderate.,2
How okay I seems!,2
How cool The game is!,1
You gets lovely today.,1
So unpleasant that Life turned out!,0
Why was She somewhat satisfying?,0
What a beautiful time The book became!,1
Does My phone sounds pleasant?,2
So neutral that The city sounds!,2
"Wow, You gets totally frustrating!",1
How passable My phone remains!,2
They is  good but it’s fine.,1
Is The trip kind of charming?,1
Why seems The experience so depressing?,0
How totally fine was She?,0
Is This place pretty mediocre?,2
We is alright today.,2
We sounds kind of nice.,1
Is The game  alright?,2
My friend will be incredible this week.,1
How somewhat sufficient is The day?,2
My phone feels a bit horrible.,0
The project turned out  poor lately.,0
That idea seems really neutral.,2
The weather turned out miserable today.,2
"Wow, They went  incredible!",1
Does Work was grim?,2
Is Life totally typical?,2
How fantastic We appears!,1
I gets somewhat grim lately.,0
The experience sounds very so-so lately.,2
Does The movie is lame?,0
Is The experience pretty awesome?,1
So fair that That idea sounds!,1
The food will be kind of splendid.,1
We turned out dreadful this week.,0
The city appears slightly ugly lately.,0
The movie has been impressive today.,1
Why feels The weather totally perfect?,0
What a awesome time They was!,1
The team will be pretty standard though it could be worse.,2
The party appears kind of exciting yet it could be worse.,1
The weather feels dreadful this week.,0
Is My phone a bit brilliant?,0
So satisfying that The day appears!,1
The food was somewhat nice though it could be worse.,1
How totally miserable seems That idea?,0
My phone was totally dull lately.,2
The party is very lousy though it could be worse.,0
"Wow, Work is so not bad!",2
My friend remains impressive though I don’t mind.,1
Why turned out Life a bit okay?,2
The project became unremarkable today.,2
The city turned out good this week.,0
My phone sounds dreadful but I don’t mind.,0
The trip was really annoying  it could be worse.,2
The project appears adequate today.,1
"Wow, The city is very average!",2
You is irritating this week.,0
The city became nice this week.,2
The book sounds a bit dull because it could be worse.,0
The food sounds so excellent lately.,1
This place became exciting this week.,1
Why will be School  pleasant?,2
Why feels You  unremarkable?,0
The experience remains wonderful today.,1
So unpleasant that The game seems!,0
Is That idea totally sufficient?,2
"Wow, The team is pretty poor!",0
The experience will be  perfect.,1
Does We will be happy?,1
The team will be  typical lately.,2
What a grim time The day feels!,0
The team became  miserable.,0
The team turned out pretty adequate but it’s fine.,2
The game gets totally depressing lately.,0
Is The food  not bad?,2
Is You  neutral?,0
The project is a bit standard.,2
He seems  usual.,2
How mediocre Life appears!,2
School appears boring this week.,0
How really typical went The experience?,2
This place looks okay yet I don’t mind.,2
This place gets sufficient today.,2
School remains so decent since it’s fine.,2
"Wow, That idea gets kind of ugly!",0
Why sounds The trip  super?,1
The experience became incredible today.,1
Is You kind of excellent?,1
The day remains mediocre today.,2
The day turned out very middling while it could be worse.,2
So normal that The movie is!,2
The food was awesome today.,0
The project remains tolerable today.,2
He looks quite nothing special  it could be worse.,2
So decent that The movie remains!,2
School appears pathetic this week.,0
So bad that The book appears!,0
This place remains  incredible and it could be worse.,1
"Wow, We gets a bit lovely!",1
The movie seems bad this week.,0
My friend turned out slightly hopeless lately.,0
Does School became okay?,2
The trip is excellent and I don’t mind.,0
Does This place looks hopeless?,2
School has been quite happy while it could be worse.,1
"Wow, The experience feels somewhat depressing!",1
Does The experience became not bad?,2
The city looks kind of disappointing lately.,2
They sounds enjoyable this week.,1
You turned out rotten today.,2
"Wow, The project turned out totally average!",2
I think The trip turned out so-so and that’s true.,2
The trip was  awesome.,1
We sounds  happy.,1
The party is disappointing today.,0
I think The party sounds miserable and that’s true.,2
The team will be totally boring since it’s fine.,2
My friend went kind of fine though it’s fine.,0
They looks  beautiful  it’s fine.,0
The food looks happy this week.,1
The book was totally awful while it’s fine.,0
So fantastic that My phone went!,2
"Wow, He turned out quite pathetic!",0
How decent We appears!,2
I think The experience gets depressing and that’s true.,0
Is This place  enjoyable?,1
Does This place has been annoying?,0
"Wow, This place sounds totally disastrous!",1
Why has been My friend totally acceptable?,2
This place is dull but I don’t mind.,0
The food gets alright yet I don’t mind.,0
Does They gets fantastic?,1
How mediocre The movie became!,2
I looks really enjoyable and it’s fine.,2
Is That idea so great?,0
The game seems good this week.,1
How  okay became Work?,2
How very horrible seems You?,0
The food turned out  mediocre lately.,2
He became a bit incredible and it’s fine.,1
This place remains so nothing special.,2
My phone has been dull since I don’t mind.,0
We became kind of mediocre but it’s fine.,2
Work gets average while I don’t mind.,2
The movie turned out somewhat brilliant lately.,1
How dull I will be!,0
"Wow, The experience feels totally disastrous!",0
Does The experience appears pathetic?,0
How usual The book looks!,0
Does The project seems brilliant?,0
The experience looks okay today.,2
"Wow, The experience feels somewhat boring!",0
Is The party very depressing?,0
How impressive The food feels!,2
What a usual time The experience was!,2
What a fantastic time The team feels!,1
How kind of exciting was The team?,2
The food was good today.,2
Life sounds excellent today.,1
What a charming time I has been!,1
The day has been quite ugly  it’s fine.,0
Is School  mediocre?,2
They looks lousy today.,0
Why feels This place  happy?,1
The city sounds somewhat middling because it could be worse.,2
The weather turned out dull because I don’t mind.,1
The game has been ugly this week.,0
Is The day somewhat grim?,0
How pathetic The party feels!,0
The food has been terrible today.,0
Does The trip is annoying?,0
You was disappointing today.,2
The party sounds quite lousy lately.,0
The food feels lovely this week.,1
They will be awesome today.,1
How  good has been That idea?,1
"Wow, I looks so plain!",2
My phone gets pretty decent.,2
Does The book appears moderate?,2
"Wow, We gets totally hopeless!",0
What a dreadful time She appears!,0
The project appears normal today.,2
Does Life remains so-so?,2
How slightly boring gets I?,0
School became slightly incredible lately.,2
So nothing special that Work sounds!,2
How quite awesome gets That idea?,1
The food became normal since I don’t mind.,2
Is The book totally charming?,1
Is Work  bad?,0
Why was They really mediocre?,2
Why looks Life totally normal?,2
My phone will be very ugly lately.,1
Does My phone has been exciting?,1
Does School sounds awesome?,1
The trip appears horrible today.,0
What a miserable time She went!,0
Does The weather went acceptable?,2
We was awesome today.,1
Does She sounds happy?,1
Why was She  lousy?,0
Does The team has been ugly?,0
Why went My phone  super?,1
The game has been disappointing this week.,0
The weather gets really excellent lately.,1
The project looks totally satisfying because it’s fine.,1
I appears slightly incredible since it’s fine.,1
How totally bleak appears My friend?,0
My friend is somewhat alright while it could be worse.,2
How adequate The project was!,2
The experience gets satisfying today.,1
What a boring time They has been!,0
Is The party pretty adequate?,2
How frustrating The movie has been!,0
How sad We became!,0
That idea feels horrible today.,0
How very so-so went Work?,2
The project became pretty incredible lately.,0
The project went satisfying  I don’t mind.,1
The party will be bleak this week.,0
I think That idea seems acceptable and that’s true.,2
The food became quite adequate lately.,2
The day has been totally wonderful.,1
Why feels The party somewhat alright?,1
Does She has been good?,1
I think The food will be exciting since that’s true.,1
"Wow, The movie looks somewhat normal!",2
The food seems slightly irritating but it could be worse.,0
The movie sounds adequate but I don’t mind.,2
"Wow, They gets somewhat pleasant!",1
You gets pretty usual lately.,2
My friend became so super because it’s fine.,2
You sounds splendid yet I don’t mind.,0
She looks slightly horrible because it’s fine.,0
The day appears very poor lately.,0
Why seems The experience  great?,1
My friend remains not bad since I don’t mind.,0
The team has been slightly excellent though it could be worse.,1
"Wow, The project became slightly plain!",2
The game remains beautiful today.,0
Work remains disastrous this week.,0
Does The weather remains sufficient?,0
Why seems The game very not bad?,2
How lovely My friend feels!,2
The project is totally fine while it’s fine.,2
How a bit miserable was The project?,2
The experience has been pathetic this week.,0
They has been amazing this week.,1
"Wow, We sounds quite typical!",2
So exciting that My phone seems!,1
The game sounds enjoyable this week.,2
You appears miserable while I don’t mind.,0
How kind of moderate went The trip?,2
Work is fantastic this week.,1
"Wow, He turned out a bit tolerable!",2
Why appears My friend  depressing?,0
I think The party looks passable yet that’s true.,2
The book looks awesome this week.,1
He was very horrible since it could be worse.,1
What a beautiful time My friend will be!,1
My friend feels very rotten.,0
Does The trip is bleak?,2
Is My friend so fine?,2
Why was The party slightly splendid?,1
She looks  impressive.,1
Why went The team slightly pleasant?,1
What a disappointing time The party sounds!,0
So sad that School is!,0
How totally fine appears The movie?,2
How quite terrible will be The city?,0
The experience looks typical this week.,2
Is The food  acceptable?,2
The project became enjoyable this week.,1
The movie remains  disastrous.,0
We was kind of dreadful and it’s fine.,1
How somewhat lousy looks The party?,1
Is She totally mediocre?,0
So incredible that The weather will be!,1
Work went fair today.,2
What a mediocre time The movie remains!,2
Why has been The movie so enjoyable?,1
Is We quite standard?,2
I think School remains tolerable while that’s true.,2
The movie will be incredible this week.,1
My phone went slightly excellent lately.,1
The team is wonderful while I don’t mind.,2
The city will be decent but I don’t mind.,2
Is The movie pretty awful?,0
The food turned out  fair.,2
How somewhat lousy became He?,0
School remains very nice while it could be worse.,1
What a delightful time Work sounds!,1
She turned out acceptable today.,2
How wonderful The game is!,1
That idea was totally irritating.,0
Why is The movie very adequate?,2
Why gets The city  fabulous?,1
That idea remains alright this week.,2
Does You went plain?,2
Is She a bit fine?,2
The project will be good this week.,0
She appears kind of disappointing yet it’s fine.,0
Life turned out excellent today.,1
What a happy time The experience appears!,1
How  alright went School?,2
I think The trip is hopeless yet that’s true.,1
Why is The city pretty grim?,0
The day sounds  grim lately.,0
She looks  usual lately.,2
Does The trip remains standard?,2
The team will be enjoyable though I don’t mind.,1
Life went wonderful today.,1
The movie sounds  moderate lately.,2
So bad that You will be!,0
My friend will be plain this week.,2
How very pleasant remains The book?,1
Why turned out The book slightly satisfying?,1
The team will be pretty average lately.,2
Is The book pretty great?,1
So hopeless that They seems!,0
The movie feels kind of great.,1
What a amazing time He remains!,1
Does My friend gets annoying?,0
She seems pretty terrible though it’s fine.,0
My friend became excellent this week.,1
The game seems disappointing today.,0
So bleak that You was!,0
Does The game turned out not great?,2
You turned out quite good.,1
How  poor seems The trip?,0
What a depressing time The book became!,0
I think The team will be excellent but that’s true.,1
This place was fine this week.,2
Is The game slightly terrible?,0
The game sounds quite standard yet it could be worse.,2
She feels acceptable this week.,2
Life remains  adequate.,2
Does The project turned out not bad?,2
Is The city  boring?,0
She was pretty incredible and it’s fine.,2
How so normal looks The movie?,2
What a standard time Work gets!,1
"Wow, Work is kind of nice!",1
The team seems fair this week.,2
Is The team slightly poor?,0
You seems pleasant this week.,1
"Wow, My friend became quite depressing!",1
We went  bleak while it could be worse.,0
How irritating The weather feels!,0
Life remains pretty pathetic because it could be worse.,0
Does She has been grim?,0
Does The game turned out good?,1
Life gets moderate because I don’t mind.,2
So miserable that The food has been!,0
So nothing special that Work appears!,2
Is The day slightly good?,1
How horrible The book sounds!,0
What a nothing special time The movie gets!,2
"Wow, The game looks  unpleasant!",0
Work has been quite dreadful since it’s fine.,1
So middling that This place feels!,2
I think Work will be happy because that’s true.,1
How really moderate was The day?,2
How  okay looks Work?,2
I seems fabulous today.,1
Does The movie seems nice?,1
Why looks Life really sad?,0
She will be terrible this week.,1
Is They kind of unremarkable?,2
I think She looks okay though that’s true.,2
Does He feels bad?,0
They looks really fantastic lately.,1
How a bit dreadful will be That idea?,0
They feels wonderful while I don’t mind.,1
They will be  enjoyable lately.,1
We remains unpleasant and I don’t mind.,0
They became unpleasant  I don’t mind.,0
Why gets The game somewhat exciting?,2
Does The game went charming?,2
Life turned out so-so this week.,2
This place became quite depressing lately.,0
This place is plain but I don’t mind.,2
They turned out totally plain  it’s fine.,2
I think The party seems fantastic and that’s true.,1
How totally unpleasant looks The city?,1
Is The weather very rotten?,2
So pathetic that This place was!,0
This place appears enjoyable today.,1
